"MES_INFORMACION","REGIÓN","COMUNA","SEXO","EDAD_TRAMO","NACIONALIDAD","TITULAR_CARGA","TRAMO","BENEFICIARIOS"
202412,"Metropolitana De Santiago","Estación Central","Hombre","50 a 54 años","Chilena","Titular","C",407
202412,"Del Bíobío","San Pedro De La Paz","Mujer","60 a 64 años","Chilena","Carga","B",222
202412,"Del Bíobío","San Pedro De La Paz","Hombre","05 a 09 años","Chilena","Carga","C",571
202412,"Del Bíobío","Lota","Mujer","35 a 39 años","Chilena","Titular","B",635
202412,"Metropolitana De Santiago","Lampa","Mujer","25 a 29 años","Extranjera","Titular","A",455
202412,"Metropolitana De Santiago","Maipú","Hombre","00 a 4 años","Chilena","Carga","D",1957
202412,"Metropolitana De Santiago","Paine","Hombre","15 a 19 años","Chilena","Carga","C",352
202412,"Metropolitana De Santiago","Renca","Mujer","00 a 4 años","Chilena","Titular","A",889
202412,"Metropolitana De Santiago","Ñuñoa","Hombre","05 a 09 años","Chilena","Carga","B",683
202412,"De Valparaíso","Catemu","Hombre","15 a 19 años","Chilena","Carga","B",92
202412,"De La Araucanía","Freire","Hombre","60 a 64 años","Chilena","Titular","C",174
202412,"De Los Lagos","Osorno","Mujer","15 a 19 años","Chilena","Carga","D",946
202412,"Del Maule","Parral","Hombre","25 a 29 años","Chilena","Titular","D",382
202412,"De Atacama","Copiapó","Hombre","45 a 49 años","Chilena","Titular","D",1793
202412,"Del Bíobío","Coronel","Mujer","00 a 4 años","Chilena","Titular","A",559
202412,"Del Bíobío","Hualpén","Mujer","60 a 64 años","Chilena","Titular","B",1365
202412,"Del Bíobío","Hualqui","Hombre","50 a 54 años","Chilena","Titular","A",58
202412,"Del Maule","Linares","Hombre","15 a 19 años","Chilena","Titular","A",1321
202412,"De Magallanes Y De La Antártica Chilena","Natales","Hombre","05 a 09 años","Chilena","Carga","A",17
202412,"Del Bíobío","Negrete","Hombre","60 a 64 años","Chilena","Titular","B",156
202412,"De Valparaíso","Nogales","Mujer","20 a 24 años","Chilena","Titular","D",75
202412,"De Coquimbo","Coquimbo","Hombre","00 a 4 años","Extranjera","Carga","A",99
202412,"De La Araucanía","Loncoche","Hombre","65 a 69 años","Chilena","Titular","A",68
202412,"Metropolitana De Santiago","Peñaflor","Hombre","05 a 09 años","Chilena","Carga","B",767
202412,"De Valparaíso","Putaendo","Hombre","30 a 34 años","Chilena","Titular","D",215
202412,"De Valparaíso","Quillota","Hombre","10 a 14 años","Extranjera","Carga","A",119
202412,"Metropolitana De Santiago","Recoleta","Mujer","50 a 54 años","Chilena","Titular","B",1136
202412,"De Los Ríos","Valdivia","Hombre","60 a 64 años","Chilena","Titular","C",808
202412,"De Ñuble","El Carmen","Hombre","20 a 24 años","Chilena","Titular","C",57
202412,"De La Araucanía","Galvarino","Hombre","30 a 34 años","Chilena","Titular","A",17
202412,"De Los Ríos","Mariquina","Mujer","35 a 39 años","Chilena","Titular","A",156
202412,"Metropolitana De Santiago","Melipilla","Hombre","50 a 54 años","Chilena","Titular","D",933
202412,"Metropolitana De Santiago","San Ramón","Hombre","30 a 34 años","Extranjera","Titular","D",137
202412,"Metropolitana De Santiago","La Florida","Mujer","80 a más años","Chilena","Titular","C",594
202412,"Metropolitana De Santiago","La Florida","Mujer","10 a 14 años","Chilena","Carga","B",2397
202412,"Metropolitana De Santiago","La Florida","Mujer","30 a 34 años","Chilena","Titular","A",1469
202412,"Metropolitana De Santiago","La Florida","Mujer","60 a 64 años","Chilena","Carga","B",794
202412,"Del Bíobío","Talcahuano","Mujer","25 a 29 años","Chilena","Titular","D",1158
202412,"De La Araucanía","Villarrica","Hombre","30 a 34 años","Chilena","Titular","C",561
202412,"De Antofagasta","Antofagasta","Hombre","00 a 4 años","Chilena","Carga","C",1426
202412,"Del Bíobío","Chiguayante","Hombre","70 a 74 años","Chilena","Titular","B",765
202412,"Del Bíobío","Los Ángeles","Mujer","30 a 34 años","Chilena","Titular","B",3332
202412,"Metropolitana De Santiago","Puente Alto","Mujer","65 a 69 años","Chilena","Titular","B",7378
202412,"De Ñuble","San Nicolás","Hombre","10 a 14 años","Chilena","Carga","B",96
202412,"Del Libertador General Bernardo O'Higgins","San Vicente","Hombre","45 a 49 años","Chilena","Titular","C",277
202412,"Metropolitana De Santiago","Lo Barnechea","Hombre","35 a 39 años","Chilena","Titular","B",412
202412,"De Los Lagos","Puerto Montt","Mujer","10 a 14 años","Chilena","Carga","B",1822
202412,"Del Maule","San Clemente","Hombre","15 a 19 años","Chilena","Titular","A",840
202412,"Del Maule","San Clemente","Hombre","70 a 74 años","Chilena","Titular","A",20
202412,"Del Libertador General Bernardo O'Higgins","San Fernando","Mujer","15 a 19 años","Chilena","Carga","C",331
202412,"De Valparaíso","Viña Del Mar","Hombre","30 a 34 años","Extranjera","Titular","A",252
202412,"Metropolitana De Santiago","Quinta Normal","Mujer","50 a 54 años","Chilena","Carga","D",105
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Mujer","35 a 39 años","Chilena","Titular","D",974
202412,"Metropolitana De Santiago","Pedro Aguirre Cerda","Hombre","10 a 14 años","Chilena","Titular","A",1212
202412,"De La Araucanía","Angol","Hombre","40 a 44 años","Chilena","Titular","B",581
202412,"Metropolitana De Santiago","Lampa","Mujer","65 a 69 años","Chilena","Titular","B",906
202412,"Metropolitana De Santiago","Macul","Mujer","05 a 09 años","Chilena","Carga","B",716
202412,"Del Maule","Talca","Hombre","00 a 4 años","Extranjera","Carga","A",77
202412,"Del Maule","Curicó","Mujer","35 a 39 años","Chilena","Titular","D",1516
202412,"De Los Lagos","Osorno","Mujer","05 a 09 años","Chilena","Carga","A",484
202412,"De Los Lagos","Osorno","Hombre","10 a 14 años","Chilena","Carga","D",1041
202412,"Del Maule","Parral","Mujer","45 a 49 años","Chilena","Titular","D",206
202412,"De Atacama","Copiapó","Hombre","15 a 19 años","Chilena","Carga","D",1149
202412,"De Atacama","Copiapó","Hombre","70 a 74 años","Chilena","Titular","D",660
202412,"Del Bíobío","Coronel","Hombre","60 a 64 años","Chilena","Titular","D",1207
202412,"De Coquimbo","Illapel","Mujer","45 a 49 años","Chilena","Titular","B",300
202412,"De Tarapacá","Iquique","Mujer","80 a más años","Extranjera","Titular","A",57
202412,"Del Maule","Linares","Mujer","20 a 24 años","Chilena","Titular","C",335
202412,"Del Libertador General Bernardo O'Higgins","Navidad","Mujer","40 a 44 años","Chilena","Titular","B",99
202412,"De Valparaíso","Quilpué","Hombre","10 a 14 años","Chilena","Carga","D",895
202412,"Del Maule","Romeral","Hombre","05 a 09 años","Chilena","Titular","A",162
202412,"De Coquimbo","Coquimbo","Mujer","30 a 34 años","Chilena","Titular","A",1282
202412,"Metropolitana De Santiago","El Monte","Hombre","35 a 39 años","Chilena","Titular","D",494
202412,"Metropolitana De Santiago","Pudahuel","Hombre","40 a 44 años","Chilena","Titular","B",1726
202412,"Metropolitana De Santiago","Pudahuel","Mujer","65 a 69 años","Chilena","Titular","B",3360
202412,"De Valparaíso","Quillota","Mujer","25 a 29 años","Chilena","Titular","C",523
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Mujer","25 a 29 años","Chilena","Titular","D",2162
202412,"Metropolitana De Santiago","Recoleta","Mujer","65 a 69 años","Chilena","Titular","B",2104
202412,"Metropolitana De Santiago","Santiago","Hombre","35 a 39 años","Extranjera","Titular","C",3044
202412,"De La Araucanía","Victoria","Mujer","30 a 34 años","Chilena","Titular","B",664
202412,"De Valparaíso","Algarrobo","Mujer","30 a 34 años","Chilena","Titular","D",129
202412,"De Aysén Del Gral. C. Ibáñez Del Campo","Coyhaique","Mujer","10 a 14 años","Chilena","Titular","A",838
202412,"De Coquimbo","Punitaqui","Mujer","10 a 14 años","Chilena","Carga","D",66
202412,"De Los Lagos","Río Negro","Hombre","45 a 49 años","Chilena","Titular","D",136
202412,"De Los Lagos","San Pablo","Hombre","30 a 34 años","Chilena","Titular","B",155
202412,"Metropolitana De Santiago","San Ramón","Hombre","45 a 49 años","Chilena","Titular","C",426
202412,"Metropolitana De Santiago","San Ramón","Mujer","55 a 59 años","Chilena","Titular","B",975
202412,"De Los Lagos","Llanquihue","Hombre","65 a 69 años","Chilena","Titular","B",240
202412,"De La Araucanía","Pitrufquén","Mujer","35 a 39 años","Chilena","Titular","C",138
202412,"Del Libertador General Bernardo O'Higgins","Santa Cruz","Mujer","25 a 29 años","Chilena","Titular","B",676
202412,"Del Bíobío","Talcahuano","Mujer","55 a 59 años","Chilena","Carga","D",527
202412,"Del Bíobío","Talcahuano","Mujer","20 a 24 años","Chilena","Titular","A",465
202412,"De Valparaíso","Calle Larga","Hombre","60 a 64 años","Chilena","Titular","B",170
202412,"Metropolitana De Santiago","Providencia","Hombre","80 a más años","Chilena","Titular","B",964
202412,"Metropolitana De Santiago","Providencia","Mujer","80 a más años","Chilena","Titular","D",907
202412,"De Ñuble","San Ignacio","Mujer","35 a 39 años","Chilena","Titular","D",115
202412,"De Los Lagos","Puerto Montt","Hombre","25 a 29 años","Chilena","Titular","C",1784
202412,"De Los Lagos","Puerto Montt","Mujer","15 a 19 años","Chilena","Titular","A",2906
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Mujer","40 a 44 años","Extranjera","Titular","D",117
202412,"Metropolitana De Santiago","San Bernardo","Hombre","50 a 54 años","Chilena","Titular","D",2740
202412,"Metropolitana De Santiago","Isla De Maipo","Mujer","05 a 09 años","Chilena","Titular","A",260
202412,"Metropolitana De Santiago","Padre Hurtado","Hombre","40 a 44 años","Extranjera","Titular","D",114
202412,"Metropolitana De Santiago","Buin","Mujer","50 a 54 años","Chilena","Titular","D",589
202412,"Metropolitana De Santiago","Alhué","Hombre","25 a 29 años","Chilena","Titular","D",105
202412,"De Arica Y Parinacota","Arica","Hombre","10 a 14 años","Chilena","Carga","B",1719
202412,"De Arica Y Parinacota","Arica","Hombre","45 a 49 años","Chilena","Titular","B",1430
202412,"Metropolitana De Santiago","Lampa","Hombre","60 a 64 años","Chilena","Titular","D",502
202412,"Metropolitana De Santiago","Macul","Hombre","00 a 4 años","Chilena","Carga","C",352
202412,"Metropolitana De Santiago","Maipú","Hombre","15 a 19 años","Chilena","Titular","C",253
202412,"Del Maule","Maule","Hombre","00 a 4 años","Chilena","Carga","D",179
202412,"Metropolitana De Santiago","Paine","Hombre","35 a 39 años","Chilena","Titular","B",959
202412,"Del Maule","Talca","Mujer","50 a 54 años","Chilena","Carga","D",342
202412,"Metropolitana De Santiago","Pirque","Hombre","15 a 19 años","Chilena","Titular","B",58
202412,"De La Araucanía","Temuco","Mujer","65 a 69 años","Chilena","Titular","A",539
202412,"De Coquimbo","Vicuña","Hombre","80 a más años","Chilena","Titular","B",323
202412,"De Atacama","Caldera","Hombre","80 a más años","Chilena","Titular","C",29
202412,"De Ñuble","Chillán","Mujer","60 a 64 años","Chilena","Carga","B",524
202412,"Del Libertador General Bernardo O'Higgins","Chépica","Hombre","70 a 74 años","Chilena","Titular","B",249
202412,"Del Bíobío","Hualpén","Hombre","00 a 4 años","Chilena","Carga","B",631
202412,"De Valparaíso","Quilpué","Mujer","65 a 69 años","Chilena","Titular","B",2718
202412,"Del Bíobío","Contulmo","Mujer","60 a 64 años","Chilena","Titular","A",53
202412,"De Coquimbo","Coquimbo","Mujer","30 a 34 años","Extranjera","Titular","A",567
202412,"De Los Ríos","La Unión","Hombre","40 a 44 años","Chilena","Titular","D",367
202412,"Metropolitana De Santiago","Lo Prado","Hombre","80 a más años","Chilena","Titular","D",229
202412,"Del Libertador General Bernardo O'Higgins","Mostazal","Mujer","10 a 14 años","Chilena","Carga","B",250
202412,"Metropolitana De Santiago","Peñaflor","Mujer","35 a 39 años","Chilena","Titular","B",1096
202412,"De Magallanes Y De La Antártica Chilena","Porvenir","Mujer","40 a 44 años","Chilena","Titular","D",67
202412,"Metropolitana De Santiago","Pudahuel","Mujer","60 a 64 años","Chilena","Titular","B",3139
202412,"Metropolitana De Santiago","Pudahuel","Mujer","45 a 49 años","Chilena","Titular","B",1834
202412,"Metropolitana De Santiago","Pudahuel","Mujer","55 a 59 años","Chilena","Titular","D",1231
202412,"Del Libertador General Bernardo O'Higgins","Rancagua","Mujer","05 a 09 años","Extranjera","Carga","A",226
202412,"Metropolitana De Santiago","Recoleta","Hombre","50 a 54 años","Chilena","Titular","C",675
202412,"Metropolitana De Santiago","Santiago","Hombre","05 a 09 años","Chilena","Carga","B",1958
202412,"De Los Ríos","Valdivia","Mujer","40 a 44 años","Chilena","Titular","B",2011
202412,"De Valparaíso","Algarrobo","Hombre","45 a 49 años","Chilena","Titular","B",182
202412,"Del Maule","Cauquenes","Mujer","80 a más años","Chilena","Titular","B",1242
202412,"Metropolitana De Santiago","El Bosque","Mujer","35 a 39 años","Chilena","Titular","C",928
202412,"Metropolitana De Santiago","La Granja","Mujer","65 a 69 años","Chilena","Titular","B",2476
202412,"De Coquimbo","La Serena","Mujer","70 a 74 años","Chilena","Carga","C",106
202412,"Metropolitana De Santiago","Lo Espejo","Mujer","70 a 74 años","Chilena","Titular","B",1416
202412,"Del Bíobío","Concepción","Hombre","20 a 24 años","Chilena","Carga","C",421
202412,"Metropolitana De Santiago","La Florida","Mujer","05 a 09 años","Chilena","Carga","C",1562
202412,"Metropolitana De Santiago","Las Condes","Mujer","25 a 29 años","Chilena","Titular","B",1077
202412,"De La Araucanía","Pitrufquén","Hombre","15 a 19 años","Chilena","Titular","A",424
202412,"Del Maule","San Javier","Mujer","50 a 54 años","Chilena","Titular","D",182
202412,"Del Libertador General Bernardo O'Higgins","Santa Cruz","Mujer","45 a 49 años","Chilena","Titular","C",211
202412,"Del Bíobío","Talcahuano","Hombre","40 a 44 años","Extranjera","Titular","B",50
202412,"De Valparaíso","Valparaíso","Hombre","10 a 14 años","Chilena","Titular","A",3494
202412,"De Antofagasta","Antofagasta","Hombre","15 a 19 años","Chilena","Carga","C",1824
202412,"De Antofagasta","Antofagasta","Mujer","45 a 49 años","Chilena","Titular","A",876
202412,"Desconocida","Desconocida","Hombre","25 a 29 años","Extranjera","Titular","A",234
202412,"De Los Lagos","Los Muermos","Mujer","40 a 44 años","Chilena","Titular","B",199
202412,"Del Bíobío","Los Ángeles","Mujer","40 a 44 años","Chilena","Titular","D",1661
202412,"De Valparaíso","Santa María","Hombre","55 a 59 años","Chilena","Titular","B",247
202412,"De Los Lagos","Puerto Montt","Mujer","60 a 64 años","Chilena","Carga","B",440
202412,"De Los Lagos","Puerto Octay","Hombre","20 a 24 años","Chilena","Titular","B",83
202412,"De Magallanes Y De La Antártica Chilena","Punta Arenas","Hombre","10 a 14 años","Chilena","Carga","C",518
202412,"Del Libertador General Bernardo O'Higgins","San Fernando","Mujer","40 a 44 años","Chilena","Titular","D",630
202412,"De Tarapacá","Alto Hospicio","Mujer","30 a 34 años","Chilena","Titular","B",1199
202412,"Metropolitana De Santiago","Padre Hurtado","Hombre","60 a 64 años","Chilena","Titular","C",296
202412,"Del Bíobío","San Pedro De La Paz","Hombre","60 a 64 años","Chilena","Titular","A",280
202412,"De Arica Y Parinacota","Arica","Mujer","10 a 14 años","Chilena","Carga","B",1668
202412,"Metropolitana De Santiago","Lampa","Hombre","05 a 09 años","Extranjera","Carga","B",26
202412,"Metropolitana De Santiago","Maipú","Hombre","15 a 19 años","Extranjera","Carga","C",87
202412,"Metropolitana De Santiago","Maipú","Hombre","40 a 44 años","Chilena","Titular","A",521
202412,"Metropolitana De Santiago","Maipú","Mujer","60 a 64 años","Chilena","Titular","D",2048
202412,"Del Libertador General Bernardo O'Higgins","Peumo","Mujer","25 a 29 años","Chilena","Titular","B",167
202412,"De La Araucanía","Pucón","Hombre","75 a 79 años","Chilena","Titular","D",62
202412,"Metropolitana De Santiago","Renca","Mujer","65 a 69 años","Chilena","Carga","B",217
202412,"Del Bíobío","Antuco","Hombre","75 a 79 años","Chilena","Titular","B",57
202412,"De Antofagasta","Calama","Mujer","35 a 39 años","Extranjera","Titular","B",931
202412,"De Los Lagos","Castro","Mujer","30 a 34 años","Chilena","Titular","B",833
202412,"Metropolitana De Santiago","Colina","Mujer","15 a 19 años","Chilena","Carga","B",703
202412,"Del Maule","Curicó","Mujer","50 a 54 años","Chilena","Titular","B",2108
202412,"Del Maule","Curicó","Hombre","25 a 29 años","Chilena","Titular","B",1994
202412,"De Los Lagos","Osorno","Mujer","80 a más años","Chilena","Titular","B",3487
202412,"De La Araucanía","Temuco","Hombre","05 a 09 años","Extranjera","Titular","A",163
202412,"De Atacama","Copiapó","Mujer","40 a 44 años","Chilena","Titular","B",1403
202412,"De Valparaíso","Nogales","Hombre","30 a 34 años","Chilena","Titular","D",394
202412,"De Coquimbo","Coquimbo","Mujer","65 a 69 años","Chilena","Carga","D",405
